interaction_id,domain,question_type,static_or_dynamic,n_words,n_passages,groundable,retrieved_gold,t_sc,phi_sc,t_suf,phi_suf,volatility
b1b702b3-8b74-49cf-ab6e-9703e26461bf,open,comparison,static,9,56,True,True,6,0.6667,1,0.1111,0
e6af6789-0cba-4480-b25a-70904dbacbaf,movie,aggregation,fast-changing,9,74,False,False,8,0.8889,,,0
4b502503-d14a-4440-9e4c-79c749bf1a18,sports,aggregation,static,12,400,True,True,12,1.0,3,0.25,4
771fd009-df5b-4b8a-bfac-8eddfeb755a9,movie,simple_w_condition,static,17,137,False,False,4,0.2353,,,0
fbf01c05-4156-45e7-8144-51bc36a8cb92,music,multi-hop,static,11,55,False,False,11,1.0,,,0
4835d4a2-4f31-423b-9f82-4c879c7798ed,sports,multi-hop,static,15,400,False,False,15,1.0,,,3
aea39fba-20c9-43ca-b0b9-0e8f619d9d71,movie,false_premise,static,11,46,False,False,11,1.0,,,6
f1571f1a-8def-4587-833e-5e79a67ea063,movie,aggregation,static,11,391,False,False,10,0.9091,,,0
78d2f02a-e8af-459d-bf7b-5eded9f5a019,finance,simple,real-time,13,186,False,False,5,0.3846,,,2
999a7f32-8a87-4026-ba11-7f901da5c330,music,comparison,slow-changing,9,73,False,False,9,1.0,,,0
8d409639-bbae-4f62-a5fc-71a7ee5b8f80,finance,comparison,real-time,10,71,False,False,6,0.6,,,0
a9a27309-722d-466b-a961-f4132237d8f3,open,set,static,10,56,True,True,10,1.0,4,0.4,0
586c731c-0d6b-480c-b0f5-2646d25616f9,movie,simple_w_condition,slow-changing,11,99,True,True,10,0.9091,3,0.2727,0
fc59bde1-b2b1-414c-8074-9ee95b407b87,finance,simple,real-time,10,85,False,False,6,0.6,,,2
1f724168-e267-413b-9b40-bfc839004fe8,sports,aggregation,slow-changing,9,97,False,False,4,0.4444,,,0
0afea407-2fbb-4d55-8d79-25efda059719,music,comparison,slow-changing,17,245,False,False,17,1.0,,,0
01c1e744-c33f-4318-b482-7293ee0f7883,movie,simple,static,9,85,False,False,8,0.8889,,,0
096bba0f-0cc3-4c8f-b775-6dfb9b8b6786,movie,simple,slow-changing,11,85,True,True,9,0.8182,7,0.6364,0
5c2ea729-caea-4761-a858-d93eb861bf4d,open,simple,static,7,65,True,True,7,1.0,4,0.5714,0
edfabf63-1ad8-4540-ab7f-0acd83260952,open,post-processing,static,9,118,False,False,8,0.8889,,,0
00283e38-b411-425f-ad12-b6de87e4dc45,open,multi-hop,slow-changing,10,264,False,False,10,1.0,,,0
ad1471d5-56cf-4b57-a120-ad6bcfb60a47,movie,set,static,11,127,True,False,11,1.0,,,0
a406f7d2-7638-4413-b52f-eee8f3e4c040,movie,simple,static,14,167,True,False,2,0.1429,,,0
5d14286b-c155-4759-bcd1-3ca2bc61aa43,movie,simple,static,16,337,True,False,16,1.0,,,2
3a8c8685-73ee-467b-9e26-119ebd5bb17d,open,comparison,slow-changing,14,130,False,False,14,1.0,,,0
6bbac7e1-15fe-45a2-8c42-3971e29a81c6,music,false_premise,static,7,87,False,False,3,0.4286,,,0
acd807eb-8656-4531-aa3b-87e9511add67,movie,simple,static,12,62,False,False,12,1.0,,,0
58eda56d-233f-45d2-a1a1-1a9555ce58b3,music,simple,slow-changing,8,53,False,False,6,0.75,,,3
e9a7fc4a-aa56-418b-b1ac-70233124d3e4,finance,set,fast-changing,18,134,False,False,9,0.5,,,0
2220ff57-8322-4e26-aaf7-75e54252ad7f,music,set,static,10,178,False,False,10,1.0,,,0
3da17f00-c6ce-456c-a6ad-87852aac63a7,music,multi-hop,fast-changing,17,377,True,True,17,1.0,3,0.1765,2
30c8be43-be29-486a-b346-90b2ab6990d9,movie,multi-hop,slow-changing,17,104,False,False,16,0.9412,,,0
14168eda-1c2e-42e3-a3b3-25a421b865c9,open,post-processing,static,12,97,False,False,9,0.75,,,0
1cafe6b6-cc55-4066-9efd-d8d77b68af0a,sports,false_premise,fast-changing,9,77,False,False,9,1.0,,,0
8c428822-7fe9-48db-bef0-89eb5aeb4588,music,comparison,static,19,185,False,False,18,0.9474,,,8
923abefc-0b98-4720-9e18-5c529165a77e,music,aggregation,static,11,41,False,False,8,0.7273,,,0
7101bf2b-e9f5-441a-b378-9f6e9057fc7f,finance,comparison,real-time,14,53,True,False,12,0.8571,,,0
17099348-627b-4a11-be99-a924b1b7c439,finance,simple,real-time,13,116,False,False,13,1.0,,,0
3c9ced00-7204-4bae-b218-a03917b014e6,movie,post-processing,static,16,88,False,False,9,0.5625,,,0
3732d219-a082-4261-9402-524900da247e,open,post-processing,static,9,138,False,False,6,0.6667,,,2
74f9198b-d43b-4c22-bef1-6d118c6c0567,music,comparison,slow-changing,9,108,True,True,8,0.8889,6,0.6667,0
c0f9c4cb-7530-4e33-9485-51d57fe6890b,sports,false_premise,fast-changing,11,44,False,False,7,0.6364,,,0
8b2c96c3-ec2b-4de1-8167-6ab35b8df1a0,music,set,static,9,258,True,False,8,0.8889,,,0
9f18d6e9-67cd-4afd-87bf-cf0ced8885cf,open,set,slow-changing,11,84,False,False,10,0.9091,,,0
0531f5e7-d6ac-4c45-be32-5e530f83835b,music,multi-hop,slow-changing,11,68,True,False,10,0.9091,,,0
fe7550ee-996a-44e9-84cc-46fd0e5f8ebc,movie,simple_w_condition,static,16,163,False,False,16,1.0,,,0
3784e45e-24c1-4345-ade2-2a90f45ec60f,open,simple_w_condition,static,9,178,True,True,9,1.0,8,0.8889,0
b13ba4b6-58ad-4bba-b226-aa43f7892038,music,comparison,static,19,199,False,False,18,0.9474,,,0
e3d9181c-f35e-4e36-b200-e93cbfc5f45f,finance,simple_w_condition,static,17,275,False,False,17,1.0,,,4
dca3fb08-48e8-4be0-b2bc-1e7c60536360,open,post-processing,static,19,147,False,False,18,0.9474,,,5
0ea6a1b7-3dce-47a2-ba27-6297eac4ade1,sports,false_premise,static,14,341,True,True,14,1.0,2,0.1429,0
5d2ee41d-c9e4-4b9c-8c8a-7bd459813051,music,comparison,slow-changing,16,400,True,True,13,0.8125,3,0.1875,0
0a5f88cf-0bda-4785-9aa2-dc63f37a82be,movie,simple,static,12,50,False,False,12,1.0,,,2
8a0ae627-3e98-4312-ba1e-6f9e822cecea,sports,aggregation,slow-changing,10,74,False,False,9,0.9,,,0
d6380b14-889c-436a-b0a7-67b329127cd2,finance,simple,real-time,8,89,False,False,7,0.875,,,0
25fef474-a055-4b5a-9e04-8846475d7124,finance,set,real-time,8,177,False,False,6,0.75,,,0
a019b11a-6b26-4f70-9d3f-20c46005bec6,movie,multi-hop,static,12,184,False,False,9,0.75,,,0
8ac47174-33a8-421d-97d1-1c0d5b3fa143,movie,simple,static,19,96,True,True,9,0.4737,10,0.5263,0
8050ade8-01a6-4c98-848c-c20ac215eae4,movie,simple,static,15,215,False,False,10,0.6667,,,0
e89d23ef-dafa-486c-aed0-a540f0da494c,movie,simple,static,10,91,True,True,10,1.0,3,0.3,0
1a2a8cc1-d10f-4cde-83fc-0ae6627eaba7,open,simple,static,7,343,False,False,6,0.8571,,,0
5b09d0d4-b8fe-4e8a-9bc1-5f6a21c4083c,finance,simple_w_condition,static,9,163,False,False,9,1.0,,,0
5242efe2-5991-4022-8d41-250b2242f6a0,movie,comparison,static,14,92,False,False,14,1.0,,,3
b5870b82-ff71-466d-9f6a-ab3dce06ad07,sports,false_premise,fast-changing,13,77,True,True,13,1.0,5,0.3846,0
e006f1e5-995d-4537-9442-d881abeaa4cb,sports,false_premise,fast-changing,16,42,False,False,10,0.625,,,0
14b94080-a148-43c3-b4d1-38e173d9b6d7,open,set,static,13,84,False,False,10,0.7692,,,0
d5ec74cd-23b0-477a-b7c3-abe36416ce24,movie,set,slow-changing,14,226,False,False,14,1.0,,,0
d4978e90-42fa-4e48-847b-6c29b5138b02,open,aggregation,slow-changing,10,45,True,True,8,0.8,1,0.1,2
9fdae4e0-db88-4006-aa0a-f13f709a602a,movie,aggregation,slow-changing,13,100,False,False,7,0.5385,,,0
27a04d4c-c12b-4b61-9ee2-38fd03a684d8,finance,simple,real-time,15,65,True,True,10,0.6667,7,0.4667,0
03220362-8d05-4003-821a-7776365a87ee,finance,simple,real-time,13,83,False,False,6,0.4615,,,0
0f111bd6-5cdb-49c3-a4b8-47750f2c3e4c,finance,false_premise,static,28,139,False,False,27,0.9643,,,0
e88dc3dd-d46a-4324-813c-47d95472d9d2,movie,simple,slow-changing,8,87,True,False,7,0.875,,,0
86b97205-b9cf-44e2-b19a-3623c95a9671,finance,multi-hop,fast-changing,12,130,False,False,12,1.0,,,0
9f9686d9-198d-41e3-adba-ec73be027e08,sports,simple_w_condition,fast-changing,14,40,True,True,11,0.7857,3,0.2143,2
ec013333-8cb1-41e7-b8c6-892c8dc89e35,finance,aggregation,slow-changing,16,60,False,False,7,0.4375,,,0
4642eafa-179a-4ef4-bd5b-55f181029866,music,aggregation,slow-changing,16,400,False,False,16,1.0,,,0
1b64feb0-684b-4b28-ad07-a76883008778,sports,simple_w_condition,static,8,44,True,False,8,1.0,,,0
d0a0b63a-fbcd-485a-bfce-300edd026349,sports,aggregation,static,16,123,True,True,6,0.375,1,0.0625,0
e07ba7d2-31c9-4add-bae4-469a17959c68,music,post-processing,fast-changing,14,119,False,False,13,0.9286,,,0
c2de9a05-3922-433a-a3e9-059fbc9552b1,sports,simple_w_condition,fast-changing,10,34,False,False,3,0.3,,,0
2046bad9-6326-4b3d-bf6f-8e8c817750a0,open,simple_w_condition,static,11,319,True,True,11,1.0,7,0.6364,0
8a95ffa4-6b73-4dc3-a4bc-ac11089ab3ac,movie,simple,static,14,80,False,False,11,0.7857,,,0
019d8522-68f2-4686-ae49-0690636e2a6e,movie,simple,static,9,106,True,True,9,1.0,7,0.7778,0
ea490f44-7dd1-4874-b43b-87f055b030b5,open,simple_w_condition,static,10,119,True,True,10,1.0,4,0.4,0
ab0241ca-008e-431c-b9b3-6551e4407ec9,sports,set,static,9,104,False,False,5,0.5556,,,0
841d581b-dad0-4fb3-8c93-1cea170f4d05,movie,false_premise,static,14,400,False,False,5,0.3571,,,0
47d14ce5-921b-47f3-bf8b-0c016c5c724b,movie,multi-hop,static,12,69,False,False,5,0.4167,,,0
806dc490-078b-4ad1-9874-87a3df34cd18,open,comparison,slow-changing,12,81,True,True,12,1.0,1,0.0833,0
f0ba412b-ba8f-4699-8862-eac855dacdef,movie,simple,static,19,139,False,False,19,1.0,,,0
f9a2d836-962c-45b7-9ea8-aea1cb78a52f,sports,set,slow-changing,11,168,False,False,11,1.0,,,0
74b4339f-ada0-423d-b71c-c06da30f20d6,finance,simple,real-time,9,96,True,False,5,0.5556,,,0
c836747b-27bb-4843-a5ae-e10165b6250c,music,simple,static,4,243,False,False,4,1.0,,,0
46c98674-41ac-4126-a7a9-1e459045ca7f,sports,false_premise,static,8,148,False,False,8,1.0,,,0
4801cd23-c5bf-47a7-a3e5-a28376f3f173,open,comparison,slow-changing,12,359,False,False,10,0.8333,,,0
e15efed8-8bf5-45ec-9551-7f33225350b1,sports,simple_w_condition,fast-changing,17,65,True,True,10,0.5882,1,0.0588,2
758a8ddc-41d5-4175-a41c-c31fb1e1fc97,finance,multi-hop,static,13,400,False,False,9,0.6923,,,0
a8835443-a646-476e-8fd9-96fde9f58c10,open,multi-hop,static,23,168,False,False,23,1.0,,,0
9ef005c2-cb7e-48db-8461-b0e1e75f72c2,movie,set,slow-changing,14,400,False,False,5,0.3571,,,0
4713fbb8-0591-47fc-baa6-23b3d2595a6d,sports,multi-hop,static,14,40,False,False,14,1.0,,,5
7959b7ba-cc8c-4ae8-989c-fe4c8dbc5cd6,open,simple_w_condition,static,9,287,False,False,9,1.0,,,0
621db4e6-ddad-4935-b375-7c0c577f07d6,open,post-processing,static,11,82,True,True,9,0.8182,9,0.8182,0
5fe1204f-035a-4a1f-af5c-c19d457d3835,sports,comparison,slow-changing,8,73,False,False,6,0.75,,,0
6fa66b94-35eb-4e8b-a85f-bf2d77bf6cf1,sports,set,slow-changing,6,85,False,False,5,0.8333,,,0
c0951d8d-5df7-4476-9c55-d75823694d1e,sports,aggregation,slow-changing,10,149,False,False,10,1.0,,,0
53579431-dc51-4f0e-930f-e51a30e75a50,music,simple,static,16,35,True,True,10,0.625,7,0.4375,0
d4d3a121-0a7c-411e-87d1-ea2a0632291b,movie,simple,static,12,228,True,True,4,0.3333,1,0.0833,0
9087f614-6172-4ba6-9aef-700e76629779,finance,simple,real-time,5,55,False,False,3,0.6,,,0
89c4d0d8-0f53-4332-9776-3ce71614eeb8,music,false_premise,static,12,276,False,False,12,1.0,,,3
765b506f-a77a-406e-88ad-05a08b549b02,open,multi-hop,static,10,158,True,True,10,1.0,4,0.4,0
847ecdc7-6623-4186-b77e-7fc9a287ec22,movie,simple,static,14,251,False,False,11,0.7857,,,0
8d1a9b59-172f-438f-a239-270ad485730f,sports,aggregation,static,15,99,True,True,15,1.0,10,0.6667,0
db739d79-cd31-486c-bfa1-aeffe4ba18bd,open,set,static,6,45,False,False,6,1.0,,,3
4d466e38-d8ba-4c15-97a0-14457069b818,open,false_premise,static,10,162,False,False,7,0.7,,,0
4caa46e3-9eeb-41e9-8ac7-64a897dc44ec,finance,simple,slow-changing,8,61,True,True,5,0.625,2,0.25,0
3e967ed8-3140-400b-b57a-d00ad9a36a0a,open,set,static,10,61,False,False,10,1.0,,,0
52559781-ad5d-4fc9-97bc-ed57c59206df,finance,simple_w_condition,fast-changing,8,63,True,True,7,0.875,6,0.75,0
bdaa3dcc-1673-4425-9f11-a2e81bcd3e37,music,multi-hop,static,20,400,True,False,20,1.0,,,3
1ab0e558-0ace-4264-b248-36161677cff9,movie,comparison,static,9,117,False,False,6,0.6667,,,0
c510db91-e1e8-4dac-a448-00bc12d60a33,open,multi-hop,static,14,210,False,False,14,1.0,,,0
18b4b70d-f636-491c-a364-fb2cd594ea17,finance,false_premise,static,12,96,False,False,12,1.0,,,0
58a58aa6-c041-4f48-964a-9eb212cf64c6,finance,simple,real-time,10,218,True,True,10,1.0,1,0.1,0
2995821d-c772-4a73-a3b7-04749c7cdcfe,movie,false_premise,static,13,400,False,False,13,1.0,,,0
755ba5ff-b907-4e88-a870-3fddde7a5252,finance,simple,real-time,10,68,False,False,6,0.6,,,2
8de42dd9-cf5b-4648-8d6a-07898d027c30,open,aggregation,static,12,43,False,False,12,1.0,,,0
820088ad-b169-4f03-97b9-ddd1fd221f86,movie,false_premise,slow-changing,11,400,False,False,5,0.4545,,,0
5b343369-7de8-4cae-895f-6524b586c988,movie,simple,static,9,66,False,False,9,1.0,,,0
3fed3a4a-0c61-4815-a6d2-d5e885340c61,finance,simple,real-time,15,90,True,False,6,0.4,,,0
086ab537-b2b2-4561-8fc7-6653a20db0f4,movie,simple,static,9,400,True,True,8,0.8889,8,0.8889,0
024f1e5c-4e81-416a-ad60-c934c5038cc0,finance,simple,fast-changing,9,62,False,False,9,1.0,,,0
7b38dd20-c216-403f-84e6-575f90bcb913,finance,comparison,real-time,13,165,False,False,11,0.8462,,,2
1a0a452e-1ed3-4645-adb4-4f89eb9fb089,sports,simple_w_condition,static,13,77,True,True,4,0.3077,2,0.1538,0
b748a4d2-e304-4fa9-8586-00938b359bf2,finance,aggregation,slow-changing,12,95,False,False,11,0.9167,,,0
1033305a-2c5c-4ccb-9b9c-b8a7e9e43113,movie,post-processing,static,10,211,False,False,10,1.0,,,0
64347468-1f36-432c-ac58-3c99fbbc6b71,movie,simple,static,20,60,False,False,14,0.7,,,0
cf8edd21-3317-4995-bc0e-71cce1d67929,movie,simple,static,11,188,True,True,11,1.0,6,0.5455,0
c3447b72-efa6-4b45-8cb8-b603986f08b8,finance,simple,static,5,237,False,False,5,1.0,,,0
cffaaeea-fb6a-4efc-b1ce-ba8725d3ae65,music,aggregation,static,10,237,False,False,8,0.8,,,0
7a206a02-0df8-4869-93e0-42d4651ddbb4,sports,false_premise,static,15,273,True,True,10,0.6667,1,0.0667,0
cc3b96d3-838d-45f0-b67a-c20ba2183327,movie,comparison,static,16,37,False,False,16,1.0,,,2
fdb71905-94b8-4933-a879-6a4e88a7bad4,sports,false_premise,fast-changing,11,117,False,False,11,1.0,,,0
c333a50d-cb70-4680-b52f-c8a0666221ee,open,false_premise,static,15,69,False,False,12,0.8,,,0
1693b2e0-2f2c-48cd-9b16-bd5aa4cd7959,music,aggregation,slow-changing,10,53,False,False,7,0.7,,,0
bf32cf1a-5448-45ba-bfe2-30da2f090b04,sports,simple_w_condition,static,6,97,True,True,6,1.0,3,0.5,0
38eb2591-663b-40cf-9114-22622baf57c1,finance,false_premise,real-time,19,85,True,True,12,0.6316,2,0.1053,0
6585c72e-9956-46d2-9cdc-dc11218b73cf,finance,simple,real-time,14,81,True,False,6,0.4286,,,0
d615eb2d-9233-44fe-85f2-399244336683,sports,comparison,static,8,61,False,False,8,1.0,,,0
21bd7a66-0e02-4f9c-8d97-94d5282b2b34,sports,false_premise,static,15,400,True,True,15,1.0,4,0.2667,0
cd85ac7b-43b8-47e1-ac84-923518a410c5,open,comparison,slow-changing,10,83,False,False,8,0.8,,,0
af1ee3f6-d782-48ce-b7b9-eb4e229939ab,movie,simple,static,11,394,True,False,8,0.7273,,,0
de5634c9-5441-4205-8a2a-a9279d6a8635,open,comparison,slow-changing,9,70,True,True,8,0.8889,1,0.1111,0
b3387794-3886-4ec0-aea1-9041513eddf9,music,simple,static,9,202,True,True,9,1.0,6,0.6667,0
dcbde332-bc2a-4f74-bfa1-268596261aff,open,aggregation,static,21,346,False,False,19,0.9048,,,2
78076e80-95ce-450a-a885-1069d640b164,sports,simple_w_condition,fast-changing,14,45,False,False,13,0.9286,,,4
da801ccb-1aa8-4499-a410-cc7596f0669f,movie,comparison,static,17,63,False,False,13,0.7647,,,0
a89dc09c-ca76-4821-b4aa-9b27d45f0268,open,set,static,8,46,False,False,8,1.0,,,0
87c11187-c32f-4e62-a66c-fdb7c7f8b643,music,simple_w_condition,static,14,400,False,False,13,0.9286,,,0
287ce116-a9b0-4d30-9b6a-58e0c3d5afc1,music,comparison,slow-changing,14,370,True,True,12,0.8571,2,0.1429,0
86015df5-ca9a-4ac1-8786-2acfc629bf0e,finance,simple,real-time,13,81,True,False,3,0.2308,,,0
1c559535-021d-4424-a1e8-fce00e4beae5,movie,false_premise,static,11,57,False,False,11,1.0,,,0
03201e9b-aab2-4171-9b17-711526235983,finance,simple,real-time,14,62,True,True,14,1.0,3,0.2143,0
628de414-6ff2-4b5b-a3d7-b3e6e6e8b8c4,open,aggregation,slow-changing,20,340,False,False,15,0.75,,,0
501ac991-79ec-4865-b8c1-f6a5938a6906,finance,simple_w_condition,fast-changing,17,61,False,False,17,1.0,,,3
52ab8dab-df77-4410-a98d-5fd898ff4ed0,sports,simple_w_condition,fast-changing,17,152,True,True,17,1.0,2,0.1176,0
e6cd4075-60e6-4689-9ffb-24ef6c066a25,finance,multi-hop,fast-changing,13,151,False,False,13,1.0,,,2
f129ebbe-b657-4226-815d-c18169754937,movie,simple,static,11,69,True,False,11,1.0,,,0
c2911bd8-227c-4d08-9eb7-68b219fcc469,finance,simple,slow-changing,13,101,False,False,12,0.9231,,,0
061fac22-480f-4ff9-8a79-d76c5bbfe175,finance,simple_w_condition,static,21,344,False,False,18,0.8571,,,0
953d7781-dd99-43aa-a1e3-49948701bfce,finance,aggregation,fast-changing,12,400,False,False,12,1.0,,,0
30e58a49-8505-40c3-bc20-8f1853041b62,open,simple_w_condition,static,5,400,True,False,3,0.6,,,0
99e0d355-0684-4d13-a1ff-5b246de5d754,sports,false_premise,static,14,292,True,True,14,1.0,2,0.1429,0
35e596fe-9d7a-49e7-9b85-6531c935b5e0,open,simple_w_condition,static,7,29,True,True,7,1.0,2,0.2857,0
5f928ee9-6ad3-46f7-b5a6-bb0034bf67af,movie,simple,static,11,106,True,True,9,0.8182,5,0.4545,2
e469f339-d249-4e07-ac3d-696202ef0fac,music,aggregation,slow-changing,20,190,False,False,20,1.0,,,2
6f3ba940-a4dc-447e-9318-25d1956eb871,sports,set,slow-changing,11,78,False,False,11,1.0,,,4
0f528b34-ce6a-438c-9a74-56e761f97f21,music,comparison,static,12,91,True,True,12,1.0,8,0.6667,0
7d02db15-45be-4168-99da-a5e0a48fbd9e,music,multi-hop,static,13,224,False,False,11,0.8462,,,0
9cac20c0-c078-4d0c-a0d1-5cd2e5908a28,sports,simple_w_condition,fast-changing,17,176,False,False,14,0.8235,,,0
34b85854-f675-4324-83d7-1761fb02beaf,movie,simple_w_condition,static,12,135,False,False,12,1.0,,,2
a9e8ffaa-8bad-418a-94e9-24038cba1715,sports,comparison,static,13,55,False,False,10,0.7692,,,0
6883ee02-a25b-4c7e-9d95-a38b3c60ab4f,movie,simple,slow-changing,8,46,True,True,4,0.5,1,0.125,0
a5268668-5a1f-485e-a57e-42fa10e693d8,finance,aggregation,static,9,73,True,True,9,1.0,2,0.2222,2
412ff756-8cd0-404e-b5c4-b2ff65b126a9,movie,simple,static,13,63,True,True,13,1.0,4,0.3077,0
5118ac04-0782-4e94-822d-01ef38f26209,finance,post-processing,static,21,57,False,False,17,0.8095,,,0
63cfd6f2-c5e5-4df0-956e-00fc2f19853d,movie,simple,static,10,229,False,False,10,1.0,,,0
35f62d5a-b272-4811-8def-52e5b8509d32,music,set,static,8,69,False,False,8,1.0,,,0
899aee2e-d160-4aeb-b6eb-04b9d556c25b,music,simple,static,6,50,True,True,6,1.0,3,0.5,0
d096182d-bce8-4cb0-8130-417268d89fbb,movie,simple,static,9,196,True,True,9,1.0,6,0.6667,0
27923312-7d64-4fd8-961e-cce7d620b458,movie,simple,static,8,191,True,False,8,1.0,,,3
376c575a-4eee-42b6-98ba-354718728bda,finance,simple,real-time,10,60,False,False,8,0.8,,,0
d708d95c-6efd-49ce-ac16-7ff50d26bce7,finance,comparison,static,6,144,True,True,6,1.0,1,0.1667,0
07d2759b-8b34-48cd-85ab-71ee4e50a08d,finance,post-processing,static,18,400,False,False,18,1.0,,,2
e334fef9-6671-4226-ae97-3fe870803233,open,simple_w_condition,static,13,49,False,False,9,0.6923,,,0
a430b727-d373-4842-bc79-3d58f68548f8,open,simple_w_condition,static,10,124,False,False,7,0.7,,,0
0f8b91fd-2169-43cb-bb57-d02d361ad129,finance,multi-hop,real-time,16,71,False,False,16,1.0,,,0
d09ff410-f03e-4b55-9b95-4799bc8e9a75,finance,simple,slow-changing,13,124,True,True,10,0.7692,1,0.0769,0
edde11f2-e442-41ad-a605-a1461114af36,finance,simple,real-time,6,69,False,False,4,0.6667,,,0
9d1ee657-9b57-49a8-93ee-76244a8f0d6a,music,comparison,fast-changing,11,59,True,True,9,0.8182,2,0.1818,2
d87222fa-7f0f-40ab-9fce-d95bc2675f63,finance,comparison,fast-changing,15,101,True,False,15,1.0,,,0
57c9bb76-c9b2-4504-9046-bce9be591f08,sports,aggregation,slow-changing,10,237,True,True,9,0.9,2,0.2,0
e2941d28-c26e-4d88-97ef-a0ecf42f5653,movie,simple,static,12,91,False,False,6,0.5,,,0
f18c68ee-cfd0-4e1e-8ceb-1f89ca440384,finance,set,slow-changing,13,98,False,False,6,0.4615,,,0
b0f8ce10-4511-4f1b-9cf3-29d1c63c99e5,finance,set,static,14,160,False,False,13,0.9286,,,3
5fc44a31-526c-4095-9f5d-9274a4ab55b0,open,set,slow-changing,7,70,False,False,7,1.0,,,0
3e13a713-25e0-4e25-b31e-bdf198d36ddb,open,post-processing,static,10,61,False,False,7,0.7,,,0
66017507-8165-4086-aea0-a9a9416c4a84,open,false_premise,static,10,208,False,False,9,0.9,,,0
543d407e-587d-4fdb-9682-9afd80e47b3b,open,simple,static,9,91,True,True,8,0.8889,3,0.3333,0
4cc5b572-1ca3-4c17-a5cb-4240a924aac9,open,simple,static,10,144,True,True,7,0.7,4,0.4,0
f56886f4-40e3-4bd3-bd7c-1a4a2eb023c4,finance,simple,real-time,14,112,False,False,14,1.0,,,3
3ea26b14-2eba-42ff-87e4-3fdefb82e6d2,open,comparison,static,7,127,True,True,5,0.7143,3,0.4286,0
a9fe6993-9252-40eb-94be-b7ec56a18790,sports,simple_w_condition,slow-changing,15,165,False,False,14,0.9333,,,2
152ac37f-9b4b-4fe9-8df0-1a2bf51a22d2,movie,simple_w_condition,static,10,400,False,False,10,1.0,,,0
0f0dbdb7-5dd7-4fcd-ac76-5f3b3cbf0382,music,set,static,6,80,False,False,6,1.0,,,0
f8e5cef0-9f27-47a8-889f-519dd853e8cc,finance,simple,real-time,11,91,False,False,6,0.5455,,,0
4243a46d-dc6d-42c7-906e-40ca7470bc2b,sports,simple_w_condition,fast-changing,11,72,False,False,10,0.9091,,,0
c719dd99-aab7-4b33-9cca-95a5e53f1ed5,finance,comparison,fast-changing,10,206,False,False,8,0.8,,,0
bc77cb45-fb68-4a9c-992c-c94bbfabee81,finance,aggregation,slow-changing,9,69,False,False,9,1.0,,,0
f06259f0-36c9-4074-b528-c779ca96597e,sports,post-processing,fast-changing,12,63,False,False,6,0.5,,,0
8a1e02c0-4f7e-415d-afc3-63771ca1a9bd,open,simple_w_condition,static,11,112,False,False,10,0.9091,,,2
545a9d58-ae7b-419f-8c7b-eb023bcdf310,finance,comparison,fast-changing,17,167,False,False,17,1.0,,,0
a9a1b338-63ad-4815-b7a3-18bce42f8d1b,music,simple_w_condition,static,11,169,True,False,7,0.6364,,,0
80145b70-1024-4db0-bcd1-3f405fdffa8b,music,comparison,fast-changing,20,72,False,False,20,1.0,,,0
24709ca4-8a3b-4e25-978f-5f6204b83ed1,finance,comparison,fast-changing,14,183,False,False,13,0.9286,,,5
22486e79-2150-4086-b6d0-9cdeb94afd22,sports,simple_w_condition,static,7,67,True,True,6,0.8571,5,0.7143,0
dc4ed1b5-208d-4b79-9e7f-1076d6eb6857,movie,simple,static,14,19,False,False,14,1.0,,,0
35409f1c-3906-4941-9369-017d96c17fff,music,comparison,fast-changing,9,28,False,False,8,0.8889,,,0
e5b7b024-d9d8-406a-ad24-ccb127311f35,movie,simple,static,9,205,True,False,6,0.6667,,,0
13694ac2-6cb4-475c-bb22-c6fc3ccb4f7e,open,set,static,11,195,False,False,8,0.7273,,,0
a56ec940-8c51-4a21-b1aa-adb8eaf6bb75,open,multi-hop,static,20,211,False,False,19,0.95,,,0
a51ce1f2-b43b-46b3-b295-dfbb7d89b6e5,movie,simple,static,11,246,True,True,11,1.0,5,0.4545,0
9573fc4c-9f7d-49b9-91f8-e2eca3bc0d92,movie,simple,static,13,159,True,True,13,1.0,8,0.6154,0
4a6ec355-3cba-4169-8e0c-09f7647c8900,sports,simple_w_condition,fast-changing,13,86,False,False,13,1.0,,,0
c05e5e0d-b5a6-400b-a008-cc129601093b,finance,simple,static,9,79,True,False,8,0.8889,,,0
e5aceb8d-d01e-40a2-9bc4-64f0ea471f12,finance,aggregation,slow-changing,6,84,False,False,4,0.6667,,,0
2902e5a3-531f-4811-869e-af5d5a2b5d76,finance,simple,real-time,10,72,False,False,10,1.0,,,0
3bf57361-f92e-490e-8ead-d3e3ac0e3100,finance,set,real-time,10,123,False,False,9,0.9,,,0
3c363cbc-9a95-4e54-89e4-070bd06f10f6,finance,comparison,static,18,129,False,False,14,0.7778,,,0
e37b3e3a-9c3c-44f9-b30b-ba0b1a2a2a58,open,false_premise,static,7,97,False,False,5,0.7143,,,0
918ad702-8f97-4fa6-bbb3-93594867137f,movie,simple,static,10,66,True,True,3,0.3,1,0.1,0
4d34f6e9-5abf-4d77-bfdf-0bfd3570fcc3,movie,simple,static,13,141,True,True,13,1.0,7,0.5385,3
6050215b-e4e9-4fe3-af17-e632e007b19c,sports,aggregation,slow-changing,9,89,True,True,9,1.0,2,0.2222,2
31fb7b94-a2c8-4da3-b0c8-ac2068fea450,sports,simple_w_condition,fast-changing,14,153,True,True,14,1.0,1,0.0714,3
