interaction_id,question_type,domain,retrieved_gold,n_words,t,t_suf,t_sc,top1_stable_streak,top1_changed,named_entity_detected,words_since_first_ne,question_word_type,label,label_sc
46c98674-41ac-4126-a7a9-1e459045ca7f,false_premise,sports,False,8,7,,6,2,0,0,0,when,,1
46c98674-41ac-4126-a7a9-1e459045ca7f,false_premise,sports,False,8,8,,6,3,0,0,0,when,,1
4801cd23-c5bf-47a7-a3e5-a28376f3f173,comparison,open,False,12,1,,8,1,0,0,0,who,,0
4801cd23-c5bf-47a7-a3e5-a28376f3f173,comparison,open,False,12,2,,8,1,1,0,0,who,,0
4801cd23-c5bf-47a7-a3e5-a28376f3f173,comparison,open,False,12,3,,8,1,1,0,0,who,,0
4801cd23-c5bf-47a7-a3e5-a28376f3f173,comparison,open,False,12,4,,8,2,0,0,0,who,,0
4801cd23-c5bf-47a7-a3e5-a28376f3f173,comparison,open,False,12,5,,8,3,0,0,0,who,,0
4801cd23-c5bf-47a7-a3e5-a28376f3f173,comparison,open,False,12,6,,8,4,0,0,0,who,,0
4801cd23-c5bf-47a7-a3e5-a28376f3f173,comparison,open,False,12,7,,8,5,0,1,0,who,,0
4801cd23-c5bf-47a7-a3e5-a28376f3f173,comparison,open,False,12,8,,8,1,1,1,1,who,,1
4801cd23-c5bf-47a7-a3e5-a28376f3f173,comparison,open,False,12,9,,8,2,0,1,2,who,,1
4801cd23-c5bf-47a7-a3e5-a28376f3f173,comparison,open,False,12,10,,8,3,0,1,3,who,,1
4801cd23-c5bf-47a7-a3e5-a28376f3f173,comparison,open,False,12,11,,8,4,0,1,4,who,,1
4801cd23-c5bf-47a7-a3e5-a28376f3f173,comparison,open,False,12,12,,8,5,0,1,5,who,,1
e15efed8-8bf5-45ec-9551-7f33225350b1,simple_w_condition,sports,True,17,1,1,8,1,0,0,0,what,1,0
e15efed8-8bf5-45ec-9551-7f33225350b1,simple_w_condition,sports,True,17,2,1,8,1,1,0,0,what,1,0
e15efed8-8bf5-45ec-9551-7f33225350b1,simple_w_condition,sports,True,17,3,1,8,2,0,0,0,what,1,0
e15efed8-8bf5-45ec-9551-7f33225350b1,simple_w_condition,sports,True,17,4,1,8,3,0,0,0,what,1,0
e15efed8-8bf5-45ec-9551-7f33225350b1,simple_w_condition,sports,True,17,5,1,8,4,0,0,0,what,1,0
e15efed8-8bf5-45ec-9551-7f33225350b1,simple_w_condition,sports,True,17,6,1,8,5,0,1,0,what,1,0
e15efed8-8bf5-45ec-9551-7f33225350b1,simple_w_condition,sports,True,17,7,1,8,1,1,1,1,what,1,0
e15efed8-8bf5-45ec-9551-7f33225350b1,simple_w_condition,sports,True,17,8,1,8,1,1,1,2,what,1,1
e15efed8-8bf5-45ec-9551-7f33225350b1,simple_w_condition,sports,True,17,9,1,8,2,0,1,3,what,1,1
e15efed8-8bf5-45ec-9551-7f33225350b1,simple_w_condition,sports,True,17,10,1,8,3,0,1,4,what,1,1
e15efed8-8bf5-45ec-9551-7f33225350b1,simple_w_condition,sports,True,17,11,1,8,4,0,1,5,what,1,1
e15efed8-8bf5-45ec-9551-7f33225350b1,simple_w_condition,sports,True,17,12,1,8,5,0,1,6,what,1,1
e15efed8-8bf5-45ec-9551-7f33225350b1,simple_w_condition,sports,True,17,13,1,8,6,0,1,7,what,1,1
e15efed8-8bf5-45ec-9551-7f33225350b1,simple_w_condition,sports,True,17,14,1,8,7,0,1,8,what,1,1
e15efed8-8bf5-45ec-9551-7f33225350b1,simple_w_condition,sports,True,17,15,1,8,8,0,1,9,what,1,1
e15efed8-8bf5-45ec-9551-7f33225350b1,simple_w_condition,sports,True,17,16,1,8,9,0,1,10,what,1,1
e15efed8-8bf5-45ec-9551-7f33225350b1,simple_w_condition,sports,True,17,17,1,8,10,0,1,11,what,1,1
758a8ddc-41d5-4175-a41c-c31fb1e1fc97,multi-hop,finance,False,13,1,,7,1,0,0,0,how,,0
758a8ddc-41d5-4175-a41c-c31fb1e1fc97,multi-hop,finance,False,13,2,,7,2,0,0,0,how,,0
758a8ddc-41d5-4175-a41c-c31fb1e1fc97,multi-hop,finance,False,13,3,,7,3,0,0,0,how,,0
758a8ddc-41d5-4175-a41c-c31fb1e1fc97,multi-hop,finance,False,13,4,,7,1,1,0,0,how,,0
758a8ddc-41d5-4175-a41c-c31fb1e1fc97,multi-hop,finance,False,13,5,,7,2,0,0,0,how,,0
758a8ddc-41d5-4175-a41c-c31fb1e1fc97,multi-hop,finance,False,13,6,,7,1,1,0,0,how,,0
758a8ddc-41d5-4175-a41c-c31fb1e1fc97,multi-hop,finance,False,13,7,,7,1,1,0,0,how,,1
758a8ddc-41d5-4175-a41c-c31fb1e1fc97,multi-hop,finance,False,13,8,,7,2,0,1,0,how,,1
758a8ddc-41d5-4175-a41c-c31fb1e1fc97,multi-hop,finance,False,13,9,,7,3,0,1,1,how,,1
758a8ddc-41d5-4175-a41c-c31fb1e1fc97,multi-hop,finance,False,13,10,,7,4,0,1,2,how,,1
758a8ddc-41d5-4175-a41c-c31fb1e1fc97,multi-hop,finance,False,13,11,,7,5,0,1,3,how,,1
758a8ddc-41d5-4175-a41c-c31fb1e1fc97,multi-hop,finance,False,13,12,,7,6,0,1,4,how,,1
758a8ddc-41d5-4175-a41c-c31fb1e1fc97,multi-hop,finance,False,13,13,,7,7,0,1,5,how,,1
a8835443-a646-476e-8fd9-96fde9f58c10,multi-hop,open,False,23,1,,14,1,0,0,0,other,,0
a8835443-a646-476e-8fd9-96fde9f58c10,multi-hop,open,False,23,2,,14,2,0,0,0,other,,0
a8835443-a646-476e-8fd9-96fde9f58c10,multi-hop,open,False,23,3,,14,3,0,0,0,other,,0
a8835443-a646-476e-8fd9-96fde9f58c10,multi-hop,open,False,23,4,,14,4,0,0,0,other,,0
a8835443-a646-476e-8fd9-96fde9f58c10,multi-hop,open,False,23,5,,14,5,0,0,0,other,,0
a8835443-a646-476e-8fd9-96fde9f58c10,multi-hop,open,False,23,6,,14,1,1,0,0,other,,0
a8835443-a646-476e-8fd9-96fde9f58c10,multi-hop,open,False,23,7,,14,2,0,0,0,other,,0
a8835443-a646-476e-8fd9-96fde9f58c10,multi-hop,open,False,23,8,,14,1,1,0,0,other,,0
a8835443-a646-476e-8fd9-96fde9f58c10,multi-hop,open,False,23,9,,14,2,0,0,0,other,,0
a8835443-a646-476e-8fd9-96fde9f58c10,multi-hop,open,False,23,10,,14,3,0,0,0,other,,0
a8835443-a646-476e-8fd9-96fde9f58c10,multi-hop,open,False,23,11,,14,4,0,0,0,other,,0
a8835443-a646-476e-8fd9-96fde9f58c10,multi-hop,open,False,23,12,,14,5,0,0,0,other,,0
a8835443-a646-476e-8fd9-96fde9f58c10,multi-hop,open,False,23,13,,14,6,0,0,0,other,,0
a8835443-a646-476e-8fd9-96fde9f58c10,multi-hop,open,False,23,14,,14,1,1,0,0,other,,1
a8835443-a646-476e-8fd9-96fde9f58c10,multi-hop,open,False,23,15,,14,2,0,1,0,other,,1
a8835443-a646-476e-8fd9-96fde9f58c10,multi-hop,open,False,23,16,,14,3,0,1,1,other,,1
a8835443-a646-476e-8fd9-96fde9f58c10,multi-hop,open,False,23,17,,14,4,0,1,2,other,,1
a8835443-a646-476e-8fd9-96fde9f58c10,multi-hop,open,False,23,18,,14,5,0,1,3,other,,1
a8835443-a646-476e-8fd9-96fde9f58c10,multi-hop,open,False,23,19,,14,6,0,1,4,other,,1
a8835443-a646-476e-8fd9-96fde9f58c10,multi-hop,open,False,23,20,,14,7,0,1,5,other,,1
a8835443-a646-476e-8fd9-96fde9f58c10,multi-hop,open,False,23,21,,14,8,0,1,6,other,,1
a8835443-a646-476e-8fd9-96fde9f58c10,multi-hop,open,False,23,22,,14,9,0,1,7,other,,1
a8835443-a646-476e-8fd9-96fde9f58c10,multi-hop,open,False,23,23,,14,10,0,1,8,other,,1
9ef005c2-cb7e-48db-8461-b0e1e75f72c2,set,movie,False,14,1,,5,1,0,0,0,what,,0
9ef005c2-cb7e-48db-8461-b0e1e75f72c2,set,movie,False,14,2,,5,2,0,0,0,what,,0
9ef005c2-cb7e-48db-8461-b0e1e75f72c2,set,movie,False,14,3,,5,3,0,0,0,what,,0
9ef005c2-cb7e-48db-8461-b0e1e75f72c2,set,movie,False,14,4,,5,1,1,1,0,what,,0
9ef005c2-cb7e-48db-8461-b0e1e75f72c2,set,movie,False,14,5,,5,1,1,1,1,what,,1
9ef005c2-cb7e-48db-8461-b0e1e75f72c2,set,movie,False,14,6,,5,2,0,1,2,what,,1
9ef005c2-cb7e-48db-8461-b0e1e75f72c2,set,movie,False,14,7,,5,3,0,1,3,what,,1
9ef005c2-cb7e-48db-8461-b0e1e75f72c2,set,movie,False,14,8,,5,4,0,1,4,what,,1
9ef005c2-cb7e-48db-8461-b0e1e75f72c2,set,movie,False,14,9,,5,5,0,1,5,what,,1
9ef005c2-cb7e-48db-8461-b0e1e75f72c2,set,movie,False,14,10,,5,6,0,1,6,what,,1
9ef005c2-cb7e-48db-8461-b0e1e75f72c2,set,movie,False,14,11,,5,7,0,1,7,what,,1
9ef005c2-cb7e-48db-8461-b0e1e75f72c2,set,movie,False,14,12,,5,8,0,1,8,what,,1
9ef005c2-cb7e-48db-8461-b0e1e75f72c2,set,movie,False,14,13,,5,9,0,1,9,what,,1
9ef005c2-cb7e-48db-8461-b0e1e75f72c2,set,movie,False,14,14,,5,10,0,1,10,what,,1
4713fbb8-0591-47fc-baa6-23b3d2595a6d,multi-hop,sports,False,14,1,,2,1,0,0,0,who,,0
4713fbb8-0591-47fc-baa6-23b3d2595a6d,multi-hop,sports,False,14,2,,2,1,1,0,0,who,,1
4713fbb8-0591-47fc-baa6-23b3d2595a6d,multi-hop,sports,False,14,3,,2,2,0,0,0,who,,1
4713fbb8-0591-47fc-baa6-23b3d2595a6d,multi-hop,sports,False,14,4,,2,3,0,0,0,who,,1
4713fbb8-0591-47fc-baa6-23b3d2595a6d,multi-hop,sports,False,14,5,,2,4,0,0,0,who,,1
4713fbb8-0591-47fc-baa6-23b3d2595a6d,multi-hop,sports,False,14,6,,2,5,0,0,0,who,,1
4713fbb8-0591-47fc-baa6-23b3d2595a6d,multi-hop,sports,False,14,7,,2,6,0,0,0,who,,1
4713fbb8-0591-47fc-baa6-23b3d2595a6d,multi-hop,sports,False,14,8,,2,7,0,0,0,who,,1
4713fbb8-0591-47fc-baa6-23b3d2595a6d,multi-hop,sports,False,14,9,,2,8,0,0,0,who,,1
4713fbb8-0591-47fc-baa6-23b3d2595a6d,multi-hop,sports,False,14,10,,2,9,0,0,0,who,,1
4713fbb8-0591-47fc-baa6-23b3d2595a6d,multi-hop,sports,False,14,11,,2,10,0,0,0,who,,1
4713fbb8-0591-47fc-baa6-23b3d2595a6d,multi-hop,sports,False,14,12,,2,11,0,0,0,who,,1
4713fbb8-0591-47fc-baa6-23b3d2595a6d,multi-hop,sports,False,14,13,,2,12,0,1,0,who,,1
4713fbb8-0591-47fc-baa6-23b3d2595a6d,multi-hop,sports,False,14,14,,2,13,0,1,1,who,,1
7959b7ba-cc8c-4ae8-989c-fe4c8dbc5cd6,simple_w_condition,open,False,9,1,,2,1,0,0,0,what,,0
7959b7ba-cc8c-4ae8-989c-fe4c8dbc5cd6,simple_w_condition,open,False,9,2,,2,1,1,0,0,what,,1
7959b7ba-cc8c-4ae8-989c-fe4c8dbc5cd6,simple_w_condition,open,False,9,3,,2,2,0,0,0,what,,1
7959b7ba-cc8c-4ae8-989c-fe4c8dbc5cd6,simple_w_condition,open,False,9,4,,2,3,0,0,0,what,,1
7959b7ba-cc8c-4ae8-989c-fe4c8dbc5cd6,simple_w_condition,open,False,9,5,,2,4,0,0,0,what,,1
7959b7ba-cc8c-4ae8-989c-fe4c8dbc5cd6,simple_w_condition,open,False,9,6,,2,5,0,0,0,what,,1
7959b7ba-cc8c-4ae8-989c-fe4c8dbc5cd6,simple_w_condition,open,False,9,7,,2,6,0,1,0,what,,1
7959b7ba-cc8c-4ae8-989c-fe4c8dbc5cd6,simple_w_condition,open,False,9,8,,2,7,0,1,1,what,,1
7959b7ba-cc8c-4ae8-989c-fe4c8dbc5cd6,simple_w_condition,open,False,9,9,,2,8,0,1,2,what,,1
621db4e6-ddad-4935-b375-7c0c577f07d6,post-processing,open,True,11,1,6,3,1,0,0,0,other,0,0
621db4e6-ddad-4935-b375-7c0c577f07d6,post-processing,open,True,11,2,6,3,2,0,0,0,other,0,0
621db4e6-ddad-4935-b375-7c0c577f07d6,post-processing,open,True,11,3,6,3,1,1,0,0,other,0,1
621db4e6-ddad-4935-b375-7c0c577f07d6,post-processing,open,True,11,4,6,3,2,0,0,0,other,0,1
621db4e6-ddad-4935-b375-7c0c577f07d6,post-processing,open,True,11,5,6,3,3,0,0,0,other,0,1
621db4e6-ddad-4935-b375-7c0c577f07d6,post-processing,open,True,11,6,6,3,4,0,0,0,other,1,1
621db4e6-ddad-4935-b375-7c0c577f07d6,post-processing,open,True,11,7,6,3,5,0,0,0,other,1,1
621db4e6-ddad-4935-b375-7c0c577f07d6,post-processing,open,True,11,8,6,3,6,0,0,0,other,1,1
621db4e6-ddad-4935-b375-7c0c577f07d6,post-processing,open,True,11,9,6,3,7,0,1,0,other,1,1
621db4e6-ddad-4935-b375-7c0c577f07d6,post-processing,open,True,11,10,6,3,8,0,1,1,other,1,1
621db4e6-ddad-4935-b375-7c0c577f07d6,post-processing,open,True,11,11,6,3,9,0,1,2,other,1,1
5fe1204f-035a-4a1f-af5c-c19d457d3835,comparison,sports,False,8,1,,8,1,0,0,0,other,,0
5fe1204f-035a-4a1f-af5c-c19d457d3835,comparison,sports,False,8,2,,8,2,0,0,0,other,,0
5fe1204f-035a-4a1f-af5c-c19d457d3835,comparison,sports,False,8,3,,8,3,0,0,0,other,,0
5fe1204f-035a-4a1f-af5c-c19d457d3835,comparison,sports,False,8,4,,8,1,1,0,0,other,,0
5fe1204f-035a-4a1f-af5c-c19d457d3835,comparison,sports,False,8,5,,8,1,1,0,0,other,,0
5fe1204f-035a-4a1f-af5c-c19d457d3835,comparison,sports,False,8,6,,8,2,0,0,0,other,,0
5fe1204f-035a-4a1f-af5c-c19d457d3835,comparison,sports,False,8,7,,8,1,1,0,0,other,,0
5fe1204f-035a-4a1f-af5c-c19d457d3835,comparison,sports,False,8,8,,8,1,1,0,0,other,,1
6fa66b94-35eb-4e8b-a85f-bf2d77bf6cf1,set,sports,False,6,1,,1,1,0,0,0,which,,1
6fa66b94-35eb-4e8b-a85f-bf2d77bf6cf1,set,sports,False,6,2,,1,2,0,0,0,which,,1
6fa66b94-35eb-4e8b-a85f-bf2d77bf6cf1,set,sports,False,6,3,,1,3,0,0,0,which,,1
6fa66b94-35eb-4e8b-a85f-bf2d77bf6cf1,set,sports,False,6,4,,1,4,0,0,0,which,,1
6fa66b94-35eb-4e8b-a85f-bf2d77bf6cf1,set,sports,False,6,5,,1,5,0,0,0,which,,1
6fa66b94-35eb-4e8b-a85f-bf2d77bf6cf1,set,sports,False,6,6,,1,6,0,0,0,which,,1
c0951d8d-5df7-4476-9c55-d75823694d1e,aggregation,sports,False,10,1,,10,1,0,0,0,how,,0
c0951d8d-5df7-4476-9c55-d75823694d1e,aggregation,sports,False,10,2,,10,2,0,0,0,how,,0
c0951d8d-5df7-4476-9c55-d75823694d1e,aggregation,sports,False,10,3,,10,1,1,0,0,how,,0
c0951d8d-5df7-4476-9c55-d75823694d1e,aggregation,sports,False,10,4,,10,2,0,0,0,how,,0
c0951d8d-5df7-4476-9c55-d75823694d1e,aggregation,sports,False,10,5,,10,3,0,1,0,how,,0
c0951d8d-5df7-4476-9c55-d75823694d1e,aggregation,sports,False,10,6,,10,1,1,1,1,how,,0
c0951d8d-5df7-4476-9c55-d75823694d1e,aggregation,sports,False,10,7,,10,2,0,1,2,how,,0
c0951d8d-5df7-4476-9c55-d75823694d1e,aggregation,sports,False,10,8,,10,1,1,1,3,how,,0
c0951d8d-5df7-4476-9c55-d75823694d1e,aggregation,sports,False,10,9,,10,2,0,1,4,how,,0
c0951d8d-5df7-4476-9c55-d75823694d1e,aggregation,sports,False,10,10,,10,1,1,1,5,how,,1
53579431-dc51-4f0e-930f-e51a30e75a50,simple,music,True,16,1,4,16,1,0,0,0,who,0,0
53579431-dc51-4f0e-930f-e51a30e75a50,simple,music,True,16,2,4,16,1,1,0,0,who,0,0
53579431-dc51-4f0e-930f-e51a30e75a50,simple,music,True,16,3,4,16,1,1,0,0,who,0,0
53579431-dc51-4f0e-930f-e51a30e75a50,simple,music,True,16,4,4,16,1,1,0,0,who,1,0
53579431-dc51-4f0e-930f-e51a30e75a50,simple,music,True,16,5,4,16,1,1,0,0,who,1,0
53579431-dc51-4f0e-930f-e51a30e75a50,simple,music,True,16,6,4,16,1,1,0,0,who,1,0
53579431-dc51-4f0e-930f-e51a30e75a50,simple,music,True,16,7,4,16,1,1,0,0,who,1,0
53579431-dc51-4f0e-930f-e51a30e75a50,simple,music,True,16,8,4,16,2,0,0,0,who,1,0
53579431-dc51-4f0e-930f-e51a30e75a50,simple,music,True,16,9,4,16,3,0,0,0,who,1,0
53579431-dc51-4f0e-930f-e51a30e75a50,simple,music,True,16,10,4,16,4,0,0,0,who,1,0
53579431-dc51-4f0e-930f-e51a30e75a50,simple,music,True,16,11,4,16,5,0,0,0,who,1,0
53579431-dc51-4f0e-930f-e51a30e75a50,simple,music,True,16,12,4,16,6,0,0,0,who,1,0
53579431-dc51-4f0e-930f-e51a30e75a50,simple,music,True,16,13,4,16,7,0,0,0,who,1,0
53579431-dc51-4f0e-930f-e51a30e75a50,simple,music,True,16,14,4,16,8,0,1,0,who,1,0
53579431-dc51-4f0e-930f-e51a30e75a50,simple,music,True,16,15,4,16,9,0,1,1,who,1,0
53579431-dc51-4f0e-930f-e51a30e75a50,simple,music,True,16,16,4,16,1,1,1,2,who,1,1
d4d3a121-0a7c-411e-87d1-ea2a0632291b,simple,movie,False,12,1,,12,1,0,0,0,other,,0
d4d3a121-0a7c-411e-87d1-ea2a0632291b,simple,movie,False,12,2,,12,1,1,0,0,other,,0
d4d3a121-0a7c-411e-87d1-ea2a0632291b,simple,movie,False,12,3,,12,2,0,0,0,other,,0
d4d3a121-0a7c-411e-87d1-ea2a0632291b,simple,movie,False,12,4,,12,3,0,0,0,other,,0
d4d3a121-0a7c-411e-87d1-ea2a0632291b,simple,movie,False,12,5,,12,4,0,0,0,other,,0
d4d3a121-0a7c-411e-87d1-ea2a0632291b,simple,movie,False,12,6,,12,1,1,0,0,other,,0
d4d3a121-0a7c-411e-87d1-ea2a0632291b,simple,movie,False,12,7,,12,2,0,0,0,other,,0
d4d3a121-0a7c-411e-87d1-ea2a0632291b,simple,movie,False,12,8,,12,3,0,0,0,other,,0
d4d3a121-0a7c-411e-87d1-ea2a0632291b,simple,movie,False,12,9,,12,4,0,0,0,other,,0
d4d3a121-0a7c-411e-87d1-ea2a0632291b,simple,movie,False,12,10,,12,1,1,0,0,other,,0
d4d3a121-0a7c-411e-87d1-ea2a0632291b,simple,movie,False,12,11,,12,2,0,0,0,other,,0
d4d3a121-0a7c-411e-87d1-ea2a0632291b,simple,movie,False,12,12,,12,1,1,1,0,other,,1
9087f614-6172-4ba6-9aef-700e76629779,simple,finance,False,5,1,,3,1,0,0,0,other,,0
9087f614-6172-4ba6-9aef-700e76629779,simple,finance,False,5,2,,3,1,1,0,0,other,,0
9087f614-6172-4ba6-9aef-700e76629779,simple,finance,False,5,3,,3,1,1,0,0,other,,1
9087f614-6172-4ba6-9aef-700e76629779,simple,finance,False,5,4,,3,2,0,0,0,other,,1
9087f614-6172-4ba6-9aef-700e76629779,simple,finance,False,5,5,,3,3,0,1,0,other,,1
89c4d0d8-0f53-4332-9776-3ce71614eeb8,false_premise,music,False,12,1,,12,1,0,0,0,how,,0
89c4d0d8-0f53-4332-9776-3ce71614eeb8,false_premise,music,False,12,2,,12,2,0,0,0,how,,0
89c4d0d8-0f53-4332-9776-3ce71614eeb8,false_premise,music,False,12,3,,12,3,0,0,0,how,,0
89c4d0d8-0f53-4332-9776-3ce71614eeb8,false_premise,music,False,12,4,,12,4,0,0,0,how,,0
89c4d0d8-0f53-4332-9776-3ce71614eeb8,false_premise,music,False,12,5,,12,5,0,0,0,how,,0
89c4d0d8-0f53-4332-9776-3ce71614eeb8,false_premise,music,False,12,6,,12,6,0,0,0,how,,0
89c4d0d8-0f53-4332-9776-3ce71614eeb8,false_premise,music,False,12,7,,12,7,0,0,0,how,,0
89c4d0d8-0f53-4332-9776-3ce71614eeb8,false_premise,music,False,12,8,,12,1,1,0,0,how,,0
89c4d0d8-0f53-4332-9776-3ce71614eeb8,false_premise,music,False,12,9,,12,2,0,0,0,how,,0
89c4d0d8-0f53-4332-9776-3ce71614eeb8,false_premise,music,False,12,10,,12,3,0,0,0,how,,0
89c4d0d8-0f53-4332-9776-3ce71614eeb8,false_premise,music,False,12,11,,12,1,1,0,0,how,,0
89c4d0d8-0f53-4332-9776-3ce71614eeb8,false_premise,music,False,12,12,,12,1,1,1,0,how,,1
765b506f-a77a-406e-88ad-05a08b549b02,multi-hop,open,True,10,1,2,8,1,0,0,0,what,0,0
765b506f-a77a-406e-88ad-05a08b549b02,multi-hop,open,True,10,2,2,8,2,0,0,0,what,1,0
765b506f-a77a-406e-88ad-05a08b549b02,multi-hop,open,True,10,3,2,8,3,0,0,0,what,1,0
765b506f-a77a-406e-88ad-05a08b549b02,multi-hop,open,True,10,4,2,8,4,0,0,0,what,1,0
765b506f-a77a-406e-88ad-05a08b549b02,multi-hop,open,True,10,5,2,8,5,0,0,0,what,1,0
765b506f-a77a-406e-88ad-05a08b549b02,multi-hop,open,True,10,6,2,8,6,0,0,0,what,1,0
765b506f-a77a-406e-88ad-05a08b549b02,multi-hop,open,True,10,7,2,8,1,1,0,0,what,1,0
765b506f-a77a-406e-88ad-05a08b549b02,multi-hop,open,True,10,8,2,8,1,1,0,0,what,1,1
765b506f-a77a-406e-88ad-05a08b549b02,multi-hop,open,True,10,9,2,8,2,0,0,0,what,1,1
765b506f-a77a-406e-88ad-05a08b549b02,multi-hop,open,True,10,10,2,8,3,0,0,0,what,1,1
847ecdc7-6623-4186-b77e-7fc9a287ec22,simple,movie,False,14,1,,13,1,0,0,0,what,,0
847ecdc7-6623-4186-b77e-7fc9a287ec22,simple,movie,False,14,2,,13,1,1,0,0,what,,0
847ecdc7-6623-4186-b77e-7fc9a287ec22,simple,movie,False,14,3,,13,1,1,0,0,what,,0
847ecdc7-6623-4186-b77e-7fc9a287ec22,simple,movie,False,14,4,,13,2,0,0,0,what,,0
847ecdc7-6623-4186-b77e-7fc9a287ec22,simple,movie,False,14,5,,13,3,0,0,0,what,,0
847ecdc7-6623-4186-b77e-7fc9a287ec22,simple,movie,False,14,6,,13,1,1,0,0,what,,0
847ecdc7-6623-4186-b77e-7fc9a287ec22,simple,movie,False,14,7,,13,2,0,0,0,what,,0
847ecdc7-6623-4186-b77e-7fc9a287ec22,simple,movie,False,14,8,,13,3,0,0,0,what,,0
847ecdc7-6623-4186-b77e-7fc9a287ec22,simple,movie,False,14,9,,13,4,0,0,0,what,,0
847ecdc7-6623-4186-b77e-7fc9a287ec22,simple,movie,False,14,10,,13,5,0,0,0,what,,0
847ecdc7-6623-4186-b77e-7fc9a287ec22,simple,movie,False,14,11,,13,1,1,1,0,what,,0
847ecdc7-6623-4186-b77e-7fc9a287ec22,simple,movie,False,14,12,,13,2,0,1,1,what,,0
847ecdc7-6623-4186-b77e-7fc9a287ec22,simple,movie,False,14,13,,13,1,1,1,2,what,,1
847ecdc7-6623-4186-b77e-7fc9a287ec22,simple,movie,False,14,14,,13,2,0,1,3,what,,1
8d1a9b59-172f-438f-a239-270ad485730f,aggregation,sports,False,15,1,,12,1,0,0,0,other,,0
8d1a9b59-172f-438f-a239-270ad485730f,aggregation,sports,False,15,2,,12,2,0,1,0,other,,0
8d1a9b59-172f-438f-a239-270ad485730f,aggregation,sports,False,15,3,,12,3,0,1,1,other,,0
8d1a9b59-172f-438f-a239-270ad485730f,aggregation,sports,False,15,4,,12,1,1,1,2,other,,0
8d1a9b59-172f-438f-a239-270ad485730f,aggregation,sports,False,15,5,,12,1,1,1,3,other,,0
8d1a9b59-172f-438f-a239-270ad485730f,aggregation,sports,False,15,6,,12,2,0,1,4,other,,0
8d1a9b59-172f-438f-a239-270ad485730f,aggregation,sports,False,15,7,,12,1,1,1,5,other,,0
8d1a9b59-172f-438f-a239-270ad485730f,aggregation,sports,False,15,8,,12,2,0,1,6,other,,0
8d1a9b59-172f-438f-a239-270ad485730f,aggregation,sports,False,15,9,,12,3,0,1,7,other,,0
8d1a9b59-172f-438f-a239-270ad485730f,aggregation,sports,False,15,10,,12,1,1,1,8,other,,0
8d1a9b59-172f-438f-a239-270ad485730f,aggregation,sports,False,15,11,,12,1,1,1,9,other,,0
8d1a9b59-172f-438f-a239-270ad485730f,aggregation,sports,False,15,12,,12,1,1,1,10,other,,1
8d1a9b59-172f-438f-a239-270ad485730f,aggregation,sports,False,15,13,,12,2,0,1,11,other,,1
8d1a9b59-172f-438f-a239-270ad485730f,aggregation,sports,False,15,14,,12,3,0,1,12,other,,1
8d1a9b59-172f-438f-a239-270ad485730f,aggregation,sports,False,15,15,,12,4,0,1,13,other,,1
db739d79-cd31-486c-bfa1-aeffe4ba18bd,set,open,False,6,1,,1,1,0,0,0,what,,1
db739d79-cd31-486c-bfa1-aeffe4ba18bd,set,open,False,6,2,,1,2,0,0,0,what,,1
db739d79-cd31-486c-bfa1-aeffe4ba18bd,set,open,False,6,3,,1,3,0,1,0,what,,1
db739d79-cd31-486c-bfa1-aeffe4ba18bd,set,open,False,6,4,,1,4,0,1,1,what,,1
db739d79-cd31-486c-bfa1-aeffe4ba18bd,set,open,False,6,5,,1,5,0,1,2,what,,1
db739d79-cd31-486c-bfa1-aeffe4ba18bd,set,open,False,6,6,,1,6,0,1,3,what,,1
4d466e38-d8ba-4c15-97a0-14457069b818,false_premise,open,False,10,1,,9,1,0,0,0,what,,0
4d466e38-d8ba-4c15-97a0-14457069b818,false_premise,open,False,10,2,,9,2,0,0,0,what,,0
4d466e38-d8ba-4c15-97a0-14457069b818,false_premise,open,False,10,3,,9,3,0,0,0,what,,0
4d466e38-d8ba-4c15-97a0-14457069b818,false_premise,open,False,10,4,,9,4,0,0,0,what,,0
4d466e38-d8ba-4c15-97a0-14457069b818,false_premise,open,False,10,5,,9,5,0,0,0,what,,0
4d466e38-d8ba-4c15-97a0-14457069b818,false_premise,open,False,10,6,,9,6,0,1,0,what,,0
4d466e38-d8ba-4c15-97a0-14457069b818,false_premise,open,False,10,7,,9,7,0,1,1,what,,0
4d466e38-d8ba-4c15-97a0-14457069b818,false_premise,open,False,10,8,,9,8,0,1,2,what,,0
4d466e38-d8ba-4c15-97a0-14457069b818,false_premise,open,False,10,9,,9,1,1,1,3,what,,1
4d466e38-d8ba-4c15-97a0-14457069b818,false_premise,open,False,10,10,,9,2,0,1,4,what,,1
4caa46e3-9eeb-41e9-8ac7-64a897dc44ec,simple,finance,False,8,1,,2,1,0,0,0,who,,0
4caa46e3-9eeb-41e9-8ac7-64a897dc44ec,simple,finance,False,8,2,,2,1,1,0,0,who,,1
4caa46e3-9eeb-41e9-8ac7-64a897dc44ec,simple,finance,False,8,3,,2,2,0,0,0,who,,1
4caa46e3-9eeb-41e9-8ac7-64a897dc44ec,simple,finance,False,8,4,,2,3,0,0,0,who,,1
4caa46e3-9eeb-41e9-8ac7-64a897dc44ec,simple,finance,False,8,5,,2,4,0,0,0,who,,1
4caa46e3-9eeb-41e9-8ac7-64a897dc44ec,simple,finance,False,8,6,,2,5,0,1,0,who,,1
